,0
372,"[[ 0.32601899 -0.41657999  0.41657999]
 [ 0.36224401 -0.36224401  0.48902899]
 [ 0.434692   -0.28979501  0.56147802]
 ..., 
 [ 0.92372102 -2.17346191  0.76071203]
 [ 0.92372102 -1.93800402  0.39846799]
 [ 0.95994598 -1.70254505  0.181122  ]]"
373,"[[-0.57959002 -0.63392597 -0.525253  ]
 [-0.61581397 -0.61581397 -0.543365  ]
 [-0.63392597 -0.63392597 -0.50714099]
 ..., 
 [-0.126785   -0.144897   -1.05050695]
 [-0.126785   -0.181122   -1.08673096]
 [-0.144897   -0.217346   -1.03239405]]"
374,"[[ 1.81121802 -1.06861901 -0.61581397]
 [ 2.30024695 -1.61198401 -0.74259901]
 [ 2.30024695 -1.82932997  0.36224401]
 ..., 
 [ 0.59770203 -0.59770203  0.56147802]
 [ 0.39846799 -0.56147802  0.670151  ]
 [ 0.126785   -0.543365    0.688263  ]]"
375,"[[-0.36224401 -2.3183589  -0.543365  ]
 [ 0.57959002 -1.73877001 -0.92372102]
 [ 0.56147802 -1.57576001 -0.95994598]
 ..., 
 [ 0.144897    0.28979501  0.28979501]
 [ 0.054337    0.217346    0.38035601]
 [ 0.          0.144897    0.525253  ]]"
376,"[[-0.018112   -1.05050695 -0.19923399]
 [-0.018112   -1.05050695 -0.19923399]
 [-0.018112   -1.06861901 -0.181122  ]
 ..., 
 [-0.036224   -1.08673096 -0.19923399]
 [-0.036224   -1.06861901 -0.19923399]
 [-0.018112   -1.08673096 -0.181122  ]]"
377,"[[ 0.054337   -0.59770203  0.126785  ]
 [-0.036224   -0.41657999  0.30790699]
 [-0.018112   -0.47091699  0.253571  ]
 ..., 
 [-0.38035601 -1.75688195  0.        ]
 [-0.525253   -1.919891    0.28979501]
 [-0.56147802 -2.13723803  0.50714099]]"
378,"[[-0.41657999  0.851273    0.144897  ]
 [-0.434692    0.83315998  0.144897  ]
 [-0.434692    0.81504798  0.126785  ]
 ..., 
 [-0.47091699  0.76071203  0.108673  ]
 [-0.47091699  0.77882397  0.126785  ]
 [-0.45280501  0.81504798  0.181122  ]]"
379,"[[-0.054337   -0.543365   -0.45280501]
 [-0.19923399 -0.27168301 -0.47091699]
 [-0.16301    -0.054337   -0.61581397]
 ..., 
 [-0.61581397 -0.47091699 -0.99616998]
 [-0.688263   -0.57959002 -0.34413099]
 [-0.57959002 -0.74259901 -0.48902899]]"
380,"[[-0.41657999 -0.27168301 -0.16301   ]
 [-0.36224401 -0.36224401 -0.090561  ]
 [-0.36224401 -0.434692   -0.072449  ]
 ..., 
 [-0.054337    0.054337    0.090561  ]
 [-0.036224    0.16301     0.181122  ]
 [-0.018112    0.19923399  0.181122  ]]"
381,"[[ 0.63392597 -0.869385   -0.253571  ]
 [ 0.63392597 -0.88749701 -0.217346  ]
 [ 0.63392597 -0.869385   -0.235458  ]
 ..., 
 [ 0.036224   -0.217346   -1.05050695]
 [-0.036224   -0.217346   -1.05050695]
 [-0.144897   -0.235458   -1.12295496]]"
382,"[[ 1.08673096 -2.3183589  -0.99616998]
 [-0.63392597 -2.3183589  -0.27168301]
 [-0.72448701 -2.3183589  -0.235458  ]
 ..., 
 [-0.50714099 -0.036224   -0.253571  ]
 [-0.38035601  0.054337   -0.090561  ]
 [-0.253571    0.054337   -0.126785  ]]"
383,"[[-1.19540405 -1.95611596 -0.50714099]
 [-1.539536   -2.17346191 -0.543365  ]
 [-2.28213501 -2.15534997 -1.86555505]
 ..., 
 [ 0.27168301 -1.81121802 -0.99616998]
 [ 0.47091699 -1.88366699 -0.92372102]
 [ 0.72448701 -1.97422802 -0.670151  ]]"
384,"[[ 0.34413099 -0.126785   -0.108673  ]
 [ 0.30790699 -0.108673   -0.181122  ]
 [ 0.217346   -0.108673   -0.27168301]
 ..., 
 [ 0.56147802 -0.83315998 -0.81504798]
 [ 0.47091699 -1.30407703 -0.181122  ]
 [ 0.48902899 -1.64820898  0.36224401]]"
385,"[[ 0.32601899 -1.03239405 -0.018112  ]
 [ 0.32601899 -1.03239405 -0.018112  ]
 [ 0.32601899 -1.03239405 -0.018112  ]
 ..., 
 [ 0.30790699 -1.05050695  0.036224  ]
 [ 0.28979501 -1.05050695  0.        ]
 [ 0.32601899 -1.05050695  0.018112  ]]"
386,"[[-0.018112   -0.706375   -0.235458  ]
 [-0.054337   -0.670151   -0.27168301]
 [-0.054337   -0.63392597 -0.36224401]
 ..., 
 [ 0.36224401 -0.72448701 -0.30790699]
 [ 0.36224401 -0.688263   -0.30790699]
 [ 0.34413099 -0.688263   -0.30790699]]"
387,"[[-0.008       1.00600004 -0.183     ]
 [ 0.          1.01499999 -0.183     ]
 [-0.008       1.00600004 -0.183     ]
 ..., 
 [ 0.          1.00600004 -0.175     ]
 [-0.008       1.00600004 -0.175     ]
 [-0.008       1.00600004 -0.183     ]]"
388,"[[-0.41657999 -0.34413099  0.45280501]
 [-0.34413099 -0.144897    0.34413099]
 [-0.39846799 -0.036224    0.090561  ]
 ..., 
 [ 0.126785    0.126785    0.090561  ]
 [ 0.090561    0.181122    0.126785  ]
 [ 0.090561    0.253571    0.19923399]]"
389,"[[ 0.227       2.38800001 -0.472     ]
 [ 0.29699999  2.31800008 -0.62099999]
 [-0.096       2.38800001 -0.73500001]
 ..., 
 [-0.052       0.087       0.20999999]
 [ 0.07       -0.122       0.271     ]
 [ 0.26199999 -0.37599999  0.32300001]]"
390,"[[-0.036224    0.50714099 -0.253571  ]
 [ 0.054337    0.48902899 -0.19923399]
 [ 0.072449    0.688263    0.        ]
 ..., 
 [ 0.144897    0.688263   -0.45280501]
 [ 0.126785    0.77882397 -0.525253  ]
 [ 0.090561    0.92372102 -0.61581397]]"
391,"[[-0.181122   -0.97805798  0.108673  ]
 [-0.16301    -0.97805798  0.108673  ]
 [-0.16301    -0.97805798  0.126785  ]
 ..., 
 [-0.16301    -0.97805798  0.108673  ]
 [-0.181122   -0.95994598  0.108673  ]
 [-0.181122   -0.97805798  0.108673  ]]"
392,"[[ 0.181122    1.44897497 -0.56147802]
 [-0.090561    1.23162794 -0.670151  ]
 [-0.181122    1.06861901 -0.543365  ]
 ..., 
 [-0.77882397  2.3183589  -0.74259901]
 [-0.65203899  2.3183589  -0.74259901]
 [-0.525253    2.13723803 -0.77882397]]"
393,"[[ 0.072449   -1.05050695 -0.018112  ]
 [ 0.072449   -1.08673096 -0.036224  ]
 [ 0.054337   -1.12295496 -0.018112  ]
 ..., 
 [ 0.054337   -1.10484302 -0.018112  ]
 [ 0.072449   -1.05050695 -0.036224  ]
 [ 0.072449   -1.06861901 -0.054337  ]]"
394,"[[ 0.175       1.23300004  0.07      ]
 [ 0.008       1.30299997  0.008     ]
 [-0.113       1.29499996 -0.043     ]
 ..., 
 [-0.25299999  0.866      -0.061     ]
 [-0.227       0.83099997 -0.087     ]
 [-0.131       0.84799999 -0.105     ]]"
395,"[[-0.851273   -2.3183589  -1.23162794]
 [ 0.41657999 -1.95611596  0.56147802]
 [ 0.61581397 -1.66632104  0.018112  ]
 ..., 
 [-0.45280501  0.253571    0.56147802]
 [-0.217346   -0.144897   -0.19923399]
 [ 1.06861901 -0.97805798 -2.30024695]]"
396,"[[-0.026       1.00600004 -0.16599999]
 [-0.026       1.00600004 -0.16599999]
 [-0.026       1.00600004 -0.16599999]
 ..., 
 [ 0.017       1.023      -0.175     ]
 [ 0.017       1.00600004 -0.175     ]
 [ 0.017       1.00600004 -0.175     ]]"
397,"[[-0.122       0.778      -0.105     ]
 [-0.131       0.75199997 -0.087     ]
 [-0.16599999  0.65600002 -0.087     ]
 ..., 
 [-0.087       0.542      -0.32300001]
 [-0.113       0.57700002 -0.34099999]
 [-0.14        0.65600002 -0.34099999]]"
398,"[[ 0.88749701  0.79693598  0.65203899]
 [ 1.06861901  0.77882397  0.45280501]
 [ 1.08673096  0.34413099  0.253571  ]
 ..., 
 [-0.79693598 -0.61581397  0.50714099]
 [-0.90560901 -1.05050695 -0.253571  ]
 [-0.61581397 -1.05050695 -1.213516  ]]"
399,"[[ 0.105       0.75199997 -0.087     ]
 [ 0.131       0.82200003 -0.122     ]
 [ 0.245       0.796      -0.14      ]
 ..., 
 [ 0.175       1.08500004  0.026     ]
 [ 0.20100001  1.12800002  0.017     ]
 [ 0.26199999  1.12800002  0.017     ]]"
400,"[[-0.56147802 -2.082901   -0.47091699]
 [-0.79693598 -2.3183589   1.55764794]
 [-0.706375   -1.68443298  1.213516  ]
 ..., 
 [-0.88749701 -0.670151   -0.74259901]
 [-0.97805798 -0.48902899 -0.76071203]
 [-0.90560901 -0.45280501 -0.27168301]]"
401,"[[-0.45280501 -0.56147802 -1.376526  ]
 [-1.08673096 -0.95994598 -0.217346  ]
 [-1.46708703 -1.19540405  0.869385  ]
 ..., 
 [-1.376526   -2.17346191 -0.90560901]
 [-1.81121802 -2.02856398 -1.12295496]
 [-1.86555505 -2.082901   -0.81504798]]"
402,"[[-0.36224401 -0.28979501 -0.65203899]
 [-0.50714099 -0.32601899 -0.77882397]
 [-0.65203899 -0.59770203 -0.94183302]
 ..., 
 [-0.126785   -0.79693598 -0.525253  ]
 [-0.126785   -0.670151   -0.30790699]
 [-0.253571   -0.56147802 -0.181122  ]]"
403,"[[-0.79693598 -0.253571   -0.434692  ]
 [-0.77882397 -0.235458   -0.41657999]
 [-0.81504798 -0.217346   -0.38035601]
 ..., 
 [ 0.018112   -0.144897   -0.90560901]
 [ 0.         -0.072449   -0.76071203]
 [ 0.036224   -0.072449   -0.79693598]]"
404,"[[-0.525253   -1.08673096  0.688263  ]
 [-0.50714099 -1.14106798  0.65203899]
 [-0.543365   -1.14106798  0.57959002]
 ..., 
 [-0.126785   -0.79693598 -0.018112  ]
 [-0.19923399 -0.79693598  0.054337  ]
 [-0.28979501 -0.57959002  0.126785  ]]"
405,"[[ 0.061       1.03199995 -0.15700001]
 [ 0.026       0.99699998 -0.15700001]
 [-0.043       0.85699999 -0.175     ]
 ..., 
 [ 0.061       0.778       0.017     ]
 [ 0.122       0.73500001  0.017     ]
 [ 0.113       0.67299998  0.        ]]"
406,"[[-0.34413099 -0.99616998 -0.108673  ]
 [-0.36224401 -0.97805798 -0.090561  ]
 [-0.34413099 -0.97805798 -0.090561  ]
 ..., 
 [-0.126785   -1.03239405 -0.16301   ]
 [-0.144897   -0.99616998 -0.144897  ]
 [-0.144897   -1.05050695 -0.090561  ]]"
407,"[[-0.183       0.98799998 -0.087     ]
 [-0.21799999  0.97100002 -0.061     ]
 [-0.21799999  0.96200001 -0.105     ]
 ..., 
 [ 0.043       1.347       0.017     ]
 [ 0.14        1.44299996  0.087     ]
 [ 0.131       1.48699999  0.122     ]]"
408,"[[ 0.37599999  1.35599995  0.122     ]
 [ 0.192       1.35599995  0.052     ]
 [ 0.052       1.45200002 -0.052     ]
 ..., 
 [ 0.052       0.64700001 -0.35800001]
 [ 0.026       0.67299998 -0.39300001]
 [ 0.035       0.73500001 -0.39300001]]"
409,"[[ 0.245       0.98799998  0.15700001]
 [ 0.236       0.97100002  0.131     ]
 [ 0.245       0.97100002  0.15700001]
 ..., 
 [ 0.21799999  0.99699998  0.113     ]
 [ 0.227       0.99699998  0.122     ]
 [ 0.21799999  0.98799998  0.122     ]]"
410,"[[-0.30790699 -0.65203899 -0.126785  ]
 [-0.253571   -0.525253   -0.090561  ]
 [-0.235458   -0.45280501 -0.072449  ]
 ..., 
 [-0.525253   -1.52142298  0.072449  ]
 [-0.83315998 -1.95611596 -0.181122  ]
 [-0.72448701 -2.30024695 -0.88749701]]"
411,"[[-0.14        0.16599999 -0.20999999]
 [-0.175       0.008      -0.15700001]
 [-0.131      -0.07       -0.122     ]
 ..., 
 [-0.043       1.95099998 -0.33199999]
 [ 0.34099999  1.79299998 -0.34099999]
 [ 0.80500001  1.49600005 -0.30599999]]"
412,"[[ 0.131       1.16299999 -0.192     ]
 [ 0.14        1.27699995 -0.008     ]
 [ 0.148       1.426      -0.052     ]
 ..., 
 [-0.15700001  1.48699999 -0.40200001]
 [-0.37599999  1.57500005 -0.40200001]
 [-0.56800002  1.54799998 -0.43700001]]"
413,"[[ 0.14        2.13499999  0.096     ]
 [ 0.48100001  1.91600001  0.28      ]
 [ 0.64700001  1.81099999  0.63800001]
 ..., 
 [-0.192      -0.33199999  0.245     ]
 [-0.122      -0.078       0.183     ]
 [-0.052       0.113       0.052     ]]"
414,"[[ 0.33199999  0.94499999 -0.14      ]
 [ 0.33199999  0.94499999 -0.131     ]
 [ 0.33199999  0.93599999 -0.131     ]
 ..., 
 [ 0.34099999  0.94499999 -0.148     ]
 [ 0.34099999  0.93599999 -0.148     ]
 [ 0.34099999  0.93599999 -0.148     ]]"
415,"[[-0.21799999  0.875      -0.43700001]
 [-0.21799999  0.89200002 -0.428     ]
 [-0.20100001  0.89200002 -0.428     ]
 ..., 
 [-0.44600001  0.85699999 -0.37599999]
 [-0.45500001  0.85699999 -0.35800001]
 [-0.45500001  0.866      -0.34999999]]"
416,"[[ 0.59500003  1.17200005  0.096     ]
 [ 0.69099998  1.102       0.192     ]
 [ 0.85699999  1.06700003  0.175     ]
 ..., 
 [ 0.245       0.84799999 -0.28799999]
 [ 0.26199999  0.88300002 -0.28799999]
 [ 0.26199999  0.94499999 -0.29699999]]"
417,"[[ 0.81504798 -1.57576001 -0.090561  ]
 [ 0.57959002 -1.26785302  0.235458  ]
 [ 0.28979501 -1.08673096  0.27168301]
 ..., 
 [ 0.56147802 -1.28596497 -0.018112  ]
 [ 0.47091699 -1.34030199 -0.108673  ]
 [ 0.34413099 -1.48519897 -0.34413099]]"
418,"[[-0.41657999 -0.92372102 -0.018112  ]
 [-0.34413099 -0.83315998  0.144897  ]
 [-0.27168301 -0.83315998  0.19923399]
 ..., 
 [-0.27168301 -0.99616998  0.072449  ]
 [-0.181122   -0.97805798  0.108673  ]
 [-0.19923399 -0.94183302 -0.018112  ]]"
419,"[[ 0.108673    0.         -0.19923399]
 [ 0.090561   -0.072449   -0.235458  ]
 [ 0.108673   -0.16301    -0.30790699]
 ..., 
 [ 0.108673   -2.3183589   1.24974096]
 [ 0.50714099 -2.3183589   0.99616998]
 [ 0.72448701 -2.3183589   0.77882397]]"
420,"[[-0.017       0.62099999  0.43700001]
 [-0.078       0.56        0.52499998]
 [ 0.          0.472       0.56      ]
 ..., 
 [-0.64700001  0.061       0.796     ]
 [-0.60299999 -0.026       0.542     ]
 [-0.472      -0.026       0.68199998]]"
421,"[[-0.072449    0.036224    0.19923399]
 [-0.090561   -0.072449   -0.072449  ]
 [-0.054337   -0.090561   -0.19923399]
 ..., 
 [ 0.072449   -0.88749701 -0.74259901]
 [-0.072449   -1.15918005 -0.81504798]
 [-0.217346   -1.52142298 -0.95994598]]"
422,"[[ 0.76099998  2.01200008 -0.113     ]
 [ 0.94499999  1.68799996 -0.148     ]
 [ 0.98799998  1.88100004 -0.236     ]
 ..., 
 [ 1.12        1.92499995 -0.28      ]
 [ 1.08500004  2.05599999 -0.36700001]
 [ 0.74299997  2.05599999 -0.315     ]]"
423,"[[ 0.          0.20999999  0.16599999]
 [-0.35800001  0.39300001 -0.63800001]
 [ 0.39300001  0.35800001 -0.95300001]
 ..., 
 [ 0.122      -0.131      -0.113     ]
 [-0.078       0.008      -0.131     ]
 [-0.148      -0.008      -0.113     ]]"
424,"[[ 0.36224401 -1.01428199 -0.090561  ]
 [ 0.45280501 -1.06861901 -0.126785  ]
 [ 0.543365   -1.10484302 -0.27168301]
 ..., 
 [-0.054337   -1.88366699  0.30790699]
 [-0.036224   -1.77499402  0.181122  ]
 [ 0.108673   -1.59387195  0.39846799]]"
425,"[[-0.39846799 -0.95994598 -0.144897  ]
 [-0.39846799 -0.95994598 -0.108673  ]
 [-0.434692   -0.95994598 -0.144897  ]
 ..., 
 [-0.217346   -1.01428199 -0.16301   ]
 [-0.181122   -0.97805798 -0.144897  ]
 [-0.19923399 -1.01428199 -0.126785  ]]"
426,"[[ 0.63800001  2.14299989  0.113     ]
 [ 0.85699999  2.07299995 -0.15700001]
 [ 1.07599998  1.93299997 -0.236     ]
 ..., 
 [ 0.52499998  2.46700001 -0.227     ]
 [ 0.61199999  2.24000001 -0.21799999]
 [ 0.62099999  1.898      -0.148     ]]"
427,"[[-0.181122    0.036224    0.144897  ]
 [-0.19923399  0.018112   -0.090561  ]
 [-0.16301    -0.036224   -0.34413099]
 ..., 
 [ 1.93800402 -1.84744298  0.57959002]
 [ 2.30024695 -1.70254505  0.27168301]
 [ 1.50331104 -1.41275001 -0.018112  ]]"
428,"[[-0.108673   -1.19540405 -1.12295496]
 [ 0.19923399 -1.23162794 -1.08673096]
 [ 0.32601899 -1.24974096 -0.63392597]
 ..., 
 [ 0.144897   -0.072449   -0.34413099]
 [ 0.108673    0.036224   -0.30790699]
 [ 0.054337    0.090561   -0.253571  ]]"
429,"[[ 0.008      -0.15700001 -0.061     ]
 [ 0.017      -0.035      -0.052     ]
 [-0.035       0.017      -0.043     ]
 ..., 
 [-0.236       2.546      -0.26199999]
 [-0.28        2.70300007 -0.28799999]
 [-0.061       2.83500004 -0.183     ]]"
430,"[[ 0.07        1.04100001 -0.017     ]
 [ 0.07        1.04999995 -0.043     ]
 [ 0.087       1.05799997 -0.061     ]
 ..., 
 [-0.35800001  1.74100006 -0.41100001]
 [ 0.          1.75800002 -0.38499999]
 [ 0.20999999  1.653      -0.30599999]]"
431,"[[-0.018112   -1.08673096 -0.181122  ]
 [-0.036224   -1.08673096 -0.19923399]
 [-0.036224   -1.06861901 -0.19923399]
 ..., 
 [-0.036224   -1.06861901 -0.181122  ]
 [-0.036224   -1.08673096 -0.19923399]
 [-0.018112   -1.06861901 -0.19923399]]"
